emp_no,first_name,last_name,salary
23764,Hsiangchu,Cyne,47732
23765,Suvo,Taubman,45377
23772,Uriel,Stasinski,40000
23775,Kamran,Coorg,40000
23777,Juichirou,Kilgore,40000
23783,Nevio,Swan,45359
23784,Aiman,Merli,40000
23785,Zito,Gihr,58076
23786,Cullen,Zastre,85718
23791,Boguslaw,Pavlopoulou,55247
23794,Sariel,Xiaoshan,40000
23795,Mats,Peron,40000
23797,Torsten,Usery,56625
23799,Takushi,Crelier,51121
23800,Mohua,Buescher,61582
23811,Ult,Ramras,40000
23812,Constantine,Gronowski,92255
23816,Sanjoy,Dulin,40000
23817,Duri,Coorg,71444
23822,Faiza,Rosar,57773
23824,Maris,Porotnikoff,40000
23825,Emran,Hiroyama,43237
23828,Yonghong,Ecklund,40000
23834,Bedir,Harllee,98291
23835,Yoshinari,Hennings,40000
23840,Thanasis,Polupanov,43469
23842,Genevieve,Birdsall,40000
23843,Shin,Murtha,77598
23845,Zvonko,Rosaz,60364
23850,Jeong,Erde,57258
23855,Toshimo,Terlouw,40000
23857,Kristen,Frijda,46531
23860,Malu,Kumaresan,66328
23861,Tayeb,Acton,50245
23862,Guangming,Zaiane,40000
23867,Ewing,Babu,44600
23868,Trygve,Reistad,49745
23869,Raimond,Stiles,40000
23871,Waiman,Schrift,49073
23872,Cedric,Ranst,60200
23874,Tadahiko,Fujisaki,47981
23875,Waiman,Encarnacion,40000
23877,Tesuro,Motley,82724
23880,Hairong,Angelopoulos,40000
23883,Dayanand,Ozery,40783
23884,Somnath,Restivo,42403
23887,Shaibal,Fairtlough,66057
23892,Kousuke,Eterovic,40000
23893,Feipei,Milicia,47607
23899,Anyuan,Muhling,40765
23901,Chriss,Maierhofer,40000
23902,Yinlin,Kowalchuk,40000
23904,Atreye,Adachi,40000
23905,Turgut,Lovengreen,40000
23907,Isamu,Dahlbom,68827
23910,Shahab,Tempesti,42803
23920,Gererd,Kossowski,82168
23924,Shakhar,Solovay,40000
23926,Juyoung,Schwaller,81269
23930,Sreenivas,Frezza,40000
23932,Lubomir,Harbusch,40000
23938,Nahum,Facello,49319
23940,Jingling,Haldar,50848
23943,Hyuncheol,Fritzsche,64997
23946,Carrsten,Streit,41631
23951,Sachem,Muchinsky,40000
23952,Valdiodio,Oehlmann,70411
23956,Jongsuk,Maraist,79051
23957,Luigi,McAlpine,42838
23960,Qingxiang,Chiola,102652
23962,Mototsugu,Uhrik,46916
23963,Goo,Soloway,40000
23969,Elgin,Sullins,61491
23970,Toshimi,Oehlmann,40000
23972,Zvonko,Vesna,79025
23977,Jouko,Boissier,84078
23980,Lunjin,Camurati,40000
23989,Christophe,Bouloucos,40000
23993,Gian,Ghalwash,40000
23995,Fatemeh,Zhang,63784
23996,Debaprosad,Hasham,40000
23997,Vatsa,Collavizza,45485
23998,Amabile,Neimat,95371
24001,Sachio,Lorys,42026
24003,Ronnie,Linares,59452
24011,Mohammad,Zallocco,41752
24012,Kauko,Hiltgen,44768
24015,Baruch,Wixon,72669
24017,Atreyi,Rikino,40000
24023,Nikolaus,Turnbull,40000
24029,Heekeun,Maksimenko,57431
24034,Murthy,Validov,40000
24038,Siddarth,Laurillard,47166
24040,Udi,Meriste,40000
24041,Macha,Bednarek,40000
24043,Christoper,Chartres,40000
24045,Moto,Szmurlo,40000
24056,Gladys,Shrader,91264
24059,Kendra,Swab,40000
24062,Satosi,Butner,61855
24064,Boalin,Janocha,40000
24065,Wonhee,Bennet,40000
24067,Zengping,Hebden,50205
24071,Ibibia,Keustermans,40000
24072,Tianruo,Piveteau,42591
24077,Kerhong,Zedlitz,73732
24078,Sachem,Einsfeld,62737
24079,Chinya,Raney,55633
24084,Takahira,Engberts,44034
24087,Stafford,Haraldson,45896
24088,Parviz,Rouquie,45217
24093,Peternela,Serdy,40000
24094,Domenico,Bael,40000
24102,Elvis,Thorelli,70671
24103,Martins,Schaft,40000
24105,Salvador,Munoz,66810
24107,Arvind,Strandh,40000
24108,Shaz,Kushnir,44261
24109,Moon,Szemeredi,40000
24110,Lucien,Baar,65941
24111,Kenton,Hambrick,70160
24112,Atreyi,Ginneken,45327
24114,Yuguang,Blokdijk,70972
24118,Elliott,Monarch,77728
24120,Luerbio,Badr,40000
24121,Franziska,Bale,63748
24122,Nishit,Berstel,40000
24124,Barun,Bridgland,63539
24126,Candida,Wallrath,40599
24128,Marke,Rabehasaina,49841
24132,Otilia,Puoti,40000
24133,Prodip,Ramalingam,40000
24134,Jolita,Murillo,42531
24136,Isamu,Henders,57963
24140,Basem,Thombley,59707
24142,Mahendra,Barvinok,40000
24143,Frazer,Peek,40648
24144,DeForest,Cusworth,40000
24147,Tsutomu,Piancastelli,73089
24153,Lidong,Anger,63144
24154,Khaled,Hashii,79702
24156,Bangqing,Willoner,42938
24160,Shugo,Kroon,40000
24166,Niranjan,Chinal,57476
24169,Baoqiu,Picci,43175
24173,Xiaocheng,Peek,40000
24175,Sungwon,Tramer,40000
24177,Van,Aumann,49836
24178,Jouko,Sherertz,49316
24179,Moon,Streit,63352
24180,Jungsoon,Marrevee,71966
24182,Teunis,Antonisse,40000
24183,Muneo,Rousseau,48461
24186,Bartek,Lalonde,40000
24193,Subir,Swab,40642
24196,Radhika,Boyle,68657
24199,Iara,Bach,43068
24204,Arun,Anick,40000
24207,Frazer,Rodham,40389
24209,Hilary,Msuda,40000
24212,Valdiodio,Servieres,52857
24213,Valeska,Menhardt,66048
24214,Sukumar,Ghemri,46054
24215,Feipei,Iivonen,70276
24219,Prasadram,Collavizza,40000
24221,Ramachenga,Schrooten,46511
24224,Vasilis,Kinley,49619
24225,Shugo,Eiter,98584
24229,Tua,Ellozy,57582
24231,Along,Sooriamurthi,58547
24233,Gen,Rosiles,79159
24245,Xuedong,Andreotta,40000
24248,Menkae,Zwicker,49780
24250,Hatem,Badache,40000
24251,Moto,Mondadori,56717
24252,Jenwei,Koshino,68102
24256,Salvador,Clemencon,40200
24259,Stein,Lorin,60921
24260,Atilio,Brookman,40000
24263,Abdulla,Sundgren,42675
24264,Chenyi,Eterovic,48674
24269,Prodip,Peron,51386
24272,Adin,Perng,48912
24280,Shir,Schreiter,65901
24284,Huan,Tchuente,73889
24292,Chaitali,Kakkad,57094
24295,Alejandra,Shackell,40000
24296,Danco,Pfau,40000
24309,Holgard,Dahlbom,40000
24316,Feiyu,Cincotta,40000
24325,Marsal,Maliniak,40000
24330,Ebru,Piveteau,66078
24332,Tadahiro,Varley,61655
24334,Zhilian,Brookman,73699
24335,Renee,Callaway,40000
24341,Arch,Sevcikova,57826
24342,Miyeon,Harnett,40000
24344,Seongbae,Jumpertz,62074
24345,Shin,Falby,66447
24346,Khoa,Reinhard,58410
24357,Gretta,Miara,40343
24363,Bowen,Biran,43392
24364,Erez,Orlowski,66205
24369,Yannis,Kugler,54477
24371,Bouchung,Middleton,52707
24373,Zhonghui,Raney,92535
24381,Gaurav,Boissier,66703
24383,Aksel,Erev,40000
24384,Zine,Moehrke,45012
24388,Zhilian,Milicic,61315
24389,Kenroku,Shimshoni,55607
24397,Shaibal,Shimshoni,52260
24402,Jolita,Itzfeldt,40000
24408,Foong,Olivero,40000
24409,Eckart,Puoti,40000
24423,Seshu,Feinberg,73857
24428,Moie,Lunn,40000
24429,Murthy,Anger,70034
24431,Mana,Loncour,91918
24432,Jackson,Vakili,74287
24433,Manohar,Lally,81234
24434,Lein,VanScheik,40000
24441,Yagil,Akaboshi,43134
24442,Arunas,Cesareni,40462
24444,Khun,Oaver,56191
24446,Adamantios,Camarinopoulos,40000
24451,Danel,Walston,54382
24457,Alain,Merkl,40000
24459,Masako,Puoti,41215
24460,Yinghua,Lanphier,69794
24462,Chenye,Senzako,42789
24465,Conal,Muniz,74415
24471,Shaibal,Usdin,51103
24472,Behnaam,Oehlmann,76011
24478,Satosi,Slutz,40000
24482,Franziska,Yurov,57467
24486,Kerhong,Quaggetto,61923
24489,Yuuichi,McAffer,65616
24490,Alois,Dratva,58400
24496,Pranjal,Merkl,40000
24497,Jackson,Rando,40000
24499,Macha,Frijda,67181
24503,Anyuan,Kusakari,40000
24507,Toshiko,Hinsberger,40000
24508,Uzi,Penn,66662
24519,Berry,Vasanthakumar,43513
24522,Shunichi,Hopewell,40000
24524,Rildo,Krider,56857
24525,Ronnie,Gelosh,40000
24526,Ayonca,Sudbeck,40981
24530,Shen,Bhattacharjee,82781
24533,Shigenori,Erman,49362
24534,Berni,Morton,40000
24537,Moheb,Weiland,63802
24546,Tetsushi,Czap,53685
24552,Hirochika,Haraldson,58263
24555,Satoru,Zschoche,70489
24556,Ziva,Boyle,78072
24558,Georg,Lammel,40000
24559,Armond,Zeleznik,83718
24560,Jinya,Delaune,51680
24561,Elgin,Openshaw,40000
24565,Larisa,Koblick,61503
24572,Hirochika,Setlzner,63273
24574,Kirk,Akazan,59140
24575,Yurii,Rothe,47671
24579,Valdiodio,Sgarro,40000
24580,Lillian,Schaar,65469
24581,Jouni,Roccetti,61538
24588,Huiqun,Kranzdorf,104465
24592,Xiaocheng,Brender,53936
24594,Hugh,Verspoor,57432
24596,Ayonca,Stranks,68819
24600,Hirochika,Syang,40678
24603,Rance,Varman,48774
24604,Miquel,Peck,40221
24613,Hitofumi,Stifter,72578
24617,Ramachenga,Cullers,40000
24625,Duke,Zirintsis,40000
24629,Keiichiro,Pelz,71827
24630,Barun,Montresor,47432
24646,Patricia,Takkinen,50383
24652,Keung,Haddadi,44665
24656,Shirish,Weedon,40000
24657,Berna,Silva,40000
24661,Michaela,Chleq,40000
24663,Arlette,Masada,40000
24666,Leif,Birsak,67836
24669,Flemming,McFarlin,55574
24671,Naraig,Hiltgen,40000
24673,Kasturi,Gopalakrishnan,49838
24678,Rance,Gecsel,40000
24680,Garnet,Takkinen,46522
24682,Nigel,Ginesta,40000
24684,Abdelaziz,Junet,68564
24687,Bezalel,McDermid,46185
24688,Sailaja,Docker,46267
24690,Eldridge,Ghazalie,63340
24695,Conal,Michaels,62995
24696,Ohad,Munoz,40000
24698,Aruna,Wixon,74264
24701,Raimond,Zeleznik,40000
24705,Luisa,Jervis,83320
24713,Zhilian,Merey,56090
24714,Kasidit,Hellwagner,40000
24715,Kerhong,Kamber,59673
24717,Cheong,Keirsey,60131
24720,Owen,Zirintsis,58014
24725,Yechezkel,Openshaw,70008
24727,Akeno,Gecseg,59984
24728,Margo,Trumbly,53750
24729,Nevio,Frezza,43563
24731,Masasuke,Horswill,40000
24736,Janche,Azevdeo,40000
24741,Mara,Bruckman,64430
24746,Tianruo,Tsukuda,60533
24748,Tua,Perng,56646
24751,Aiman,Hainaut,60951
24752,Fan,Mersereau,43763
24755,Aran,Borstler,85955
24762,Ziyad,Merlo,40000
24763,Martijn,Bolsens,47456
24764,Bluma,Rothe,40000
24766,George,Ishibashi,77362
24767,Kiyokazu,Pagter,40000
24768,Remco,Atrawala,62962
24770,Evgueni,Cooke,40000
24775,Ziyad,Spelt,40000
24776,Elgin,Fortenbacher,46406
24781,Yefim,Xiaoshan,40000
24787,Jinpo,Kaelbling,66220
24790,Kiyokazu,Chachaty,78040
24793,Kristen,Brizzi,66663
24794,Lokesh,Miara,40000
24802,Ingemar,Zwicker,40000
24805,Eric,Yoshimura,53411
24811,Sarita,Andreotta,61879
24813,Dines,Zaumen,40000
24815,Kristin,Basagni,81298
24818,Syozo,McAlpine,57516
24822,Fabrizio,Merey,40000
24823,Garnet,Walstra,60223
24829,Dietrich,Wiegley,47574
24833,Szabolcs,Thombley,42872
24834,Nathalie,Broomell,67490
24842,Selwyn,Boyle,40000
24844,Anwar,Jumpertz,45654
24846,Suvo,Iwayama,40000
24848,Shietung,Masada,40000
24853,Zhongwei,McClurg,64042
24854,Sushant,Neiman,44178
24855,Dung,Lund,40000
24856,Alagu,Kirkerud,40000
24859,Maia,Kalorkoti,40620
24861,Kiyokazu,Munoz,68066
24862,Susumu,Muntz,82129
24867,Odysseas,Ouhyoung,48552
24868,Nikolaos,Grospietsch,40000
24871,Irene,Paludetto,76858
24872,Oguz,Decaestecker,89311
24875,Remko,Backhouse,40000
24876,Almudena,Budinsky,69163
24877,Roded,Cusworth,40000
24879,Subhash,Schaap,63435
24881,Shin,Sadowsky,40000
24882,Isaac,Hanabata,40000
24888,Murthy,Felder,90268
24890,Ebbe,Ramsey,40000
24891,Sham,Danner,40000
24896,Gen,McConalogue,40000
24900,Zeljko,Vidya,40000
24902,Przemyslawa,Rindone,40000
24909,Constantine,Garrabrants,74552
24910,Bernardo,Pargaonkar,40000
24915,Morris,Liedekerke,59866
24918,Pascal,Lorin,54979
24919,Adam,Angel,40000
24925,Gennady,Thebaut,60601
24927,Yonghoan,Mapelli,45855
24932,Charmane,Erbe,73521
24934,Carrsten,Bruckman,40000
24937,Syozo,Carrera,40000
24938,Ulf,Nollmann,43837
24939,Shuho,Angot,43476
24944,Candida,Servieres,40000
24949,Lucien,Kroha,41974
24951,Fayez,Kirkerud,41297
24953,Tamiya,Camurati,40000
24954,Foong,Swick,64934
24956,Serap,Pocchiola,75901
24957,Francoise,Miara,52147
24963,Cathie,Redmiles,47590
24967,Kwok,Birta,64162
24968,Tadanori,Oskamp,40000
24969,Subhrajyoti,Baby,63564
24972,Anneli,Naumovich,52907
24973,Dannz,Murillo,40000
24976,Khun,Vakili,67727
24980,Fumitaka,Schlegelmilch,40000
24984,Paddy,Solares,40000
24985,Martins,Bottner,73662
24988,Martijn,Improta,92786
24991,Ranan,Ossenbruggen,40000
24999,Janalee,Thorelli,55558
25003,Dietrich,Benzmuller,85160
25004,Youpyo,Schurmann,58960
25007,Dipankar,Showalter,40000
25016,Danny,Asrin,40000
25017,Chaosheng,Gladwell,55067
25018,Zhigen,Cesareni,40356
25019,Lech,Kadhim,40000
25020,Kazuhiro,Lores,50459
25022,Zengping,Hiroyama,62723
25026,Heeju,Nastansky,66563
25027,Boalin,Hutton,40000
25030,Hideyuki,Reeker,71339
25033,Kagan,Mellouli,40067
25034,Odinaldo,Petersohn,40000
25035,Ayakannu,Flasterstein,68043
25036,Zito,Kugler,40000
25037,Adib,Magliocco,63524
25040,Toshimo,Picco,102036
25042,Steve,Bennis,48052
25046,Mart,Cyre,55583
25049,Nahla,Valette,40000
25050,Jahangir,Fraisse,40000
25052,Geraldo,Scharstein,40000
25054,Kiam,Quittner,40000
25055,Prodip,Rahimi,40000
25057,True,Standera,65638
25059,Remko,Haraldson,40000
25060,Kristen,Birta,56744
25061,Dmitri,Skogmar,68708
25064,Cordelia,Laventhal,87556
25067,Mooi,Pearson,40000
25070,Morris,Fortenbacher,51459
25076,Rayond,Berztiss,41499
25078,Duro,Stafford,48505
25084,Alenka,Jullig,61168
25085,Tran,Usery,69009
25095,Shay,Weedon,40000
25097,Adamantios,Picel,78294
25101,Zdislav,Kamble,72836
25102,Ramalingam,Bednarek,44215
25105,Yongdong,Andreotta,42977
25106,Ult,Syrotiuk,59729
25108,Wanqing,Eterovic,53886
25112,Muneo,Haraldson,68760
25113,Abdelaziz,Chelton,46267
25114,Kyoichi,Bednarek,68053
25117,Masamitsu,Cichocki,50673
25118,Weiye,Sethi,40000
25119,Lihong,Roison,62082
25123,Jacqueline,Auria,51633
25124,Randy,Grospietsch,43318
25125,Jiang,Thebaut,40000
25127,Wanqing,Ligten,67728
25130,Sanjiv,Ishibashi,40000
25132,Indrajit,Heping,65024
25138,Guadalupe,Marrakchi,40000
25139,Aloke,Jiang,51419
25140,Yuichiro,Chachaty,50020
25144,Shaibal,Stellhorn,65183
25145,Serge,Ashish,40000
25153,Hisao,Byoun,56867
25154,Eldridge,Eugenio,40000
25161,Bokyung,Rosca,55722
25162,Kazuhiko,Bamford,40000
25165,Tayeb,Grabner,60564
25167,Flemming,Delaune,40000
25168,Paloma,Schaap,59797
25172,Cristinel,Vieri,48598
25173,Shuzo,McClure,40000
25175,Aimee,Speckmann,51336
25178,Ziva,Sadowsky,40000
25181,Suvo,Pleszkun,44591
25190,Paris,Khasidashvili,43749
25194,Xiping,Tasistro,40000
25195,Tadahiko,Rothe,45684
25196,Boriana,Budinsky,40000
25203,Narain,Werthner,40000
25204,Yefim,Gubsky,70036
25207,Basil,Broder,80404
25209,Danny,Radwan,48198
25210,Arumugam,Kumaresan,40000
25215,Souichi,Billawala,55318
25216,Pohua,Ramsak,40000
25220,Shuho,Mullainathan,40000
25222,Weicheng,Ananiadou,45419
25225,Abdelaziz,Vrecion,63803
25226,Martins,Casley,40000
25238,Oscar,Merkl,40000
25241,Mara,Solares,40000
25244,Ayonca,Rosay,40000
25246,Val,dAstous,48424
25250,Valdiodio,Arlazarov,40000
25254,Matt,Peek,61383
25255,Heng,Erdi,84701
25261,Hilari,Perez,58164
25269,Kazuhiko,Hainaut,62306
25272,Hironoby,Bala,40000
25276,Sachio,Leijenhorst,70633
25282,Gladys,Papadias,43928
25286,Mabo,Aloisi,53194
25290,Yannik,Taneja,43801
25298,Junsik,Gronowski,51486
25299,Remzi,Binding,48887
25302,Susanna,Minakawa,40162
25303,Goo,Ligten,47217
25305,Kish,Braunmuhl,50727
25308,Abdelaziz,Mayerwieser,40000
25312,Florian,Lenart,40000
25313,Susuma,Kroha,67054
25314,Hidekazu,Luit,40000
25323,Shigeaki,Undy,40000
25324,Shounak,Reutenauer,76779
25327,Mohamadou,Miculan,53164
25330,Chuanyi,Biran,45586
25335,Etsuo,Itzfeldt,40000
25337,Toshimo,McClurg,59941
25339,Brewster,Bale,40000
25344,Akhilish,Brlek,77321
25350,Boriana,Sommer,40000
25351,Shimshon,Baca,44761
25352,Moie,Ranta,40000
25354,Moni,Haldar,40000
25356,Kristen,Gihr,40000
25362,Falguni,Ponthieu,52215
25363,Ipke,Moehrke,40000
25364,Wayne,Schoegge,81531
25365,Naftali,Solares,40000
25366,Macha,Morrow,40000
25370,Jagoda,Puoti,72462
25371,Goh,Ishibashi,40000
25372,Thanasis,Peyn,40000
25375,Shan,Hettesheimer,45614
25376,Nathan,Panienski,45803
25378,Mountaz,Schnelling,46797
25379,Eric,Mullainathan,59373
25380,Radhika,Menhoudj,52921
25388,Constantino,Genther,108827
25391,Hatsukazu,Billawala,40000
25393,Claudi,Frijda,65677
25394,Mart,Christ,40000
25401,Arunachalam,Francisci,58499
25406,Dung,Improta,40000
25410,Marke,Leijenhorst,59748
25412,Berna,Rotem,43360
25426,Anneli,Gente,58778
25429,Sugwoo,Valette,40000
25435,DeForest,Milicia,59856
25440,Khaled,Sadowski,74313
25453,Otilia,Jullig,40000
25462,Vasilii,Rohrbach,40000
25468,Koldo,Bugaenko,40000
25470,Tze,Sifakis,58403
25471,Guenter,Snyers,70031
25475,Flemming,Fujisaki,40000
25478,Fumitaka,Baranowski,55430
25479,Paddy,Tchuente,41726
25487,Aleksandar,Picci,63675
25491,Annemarie,Rosis,44737
25495,Stein,Lakshmanan,58845
25497,Mitsuyuki,Varman,40000
25498,Rimon,Sankaranarayanan,40000
25501,Duri,Heemskerk,40000
25504,Pramod,Servi,40000
25512,Kauko,Cairo,48767
25514,Sushant,Homond,58733
25520,Sajjad,Rubsam,40000
25521,Chanjung,Raney,52752
25522,Mohammad,Daescu,45355
25531,Zhiwei,Domenig,40000
25536,Sailaja,Cannata,55194
25537,Akeel,Ibel,103268
25538,Leon,Fritzsche,58455
25540,Sailaja,Verhoeff,78160
25541,Mohua,Danley,40716
25545,Lihong,Chorvat,40000
25546,Charmane,Engelmann,40000
25547,Krassimir,Ranum,40000
25548,Henk,Gluchowski,47327
25550,Shaz,Haddadi,40000
25555,Felicidad,Birke,40000
25562,Bernardo,Menhardt,62196
25563,Eric,Rosca,42688
25564,Flemming,Sgarro,67295
25573,Trygve,Bahi,65382
25576,Izaskun,Piazza,40000
25580,Sungwon,Henders,68698
25581,Michaela,Pileggi,55871
25583,Fun,Fandrianto,68122
25592,Danai,Naudin,51231
25593,Arto,Osgood,40000
25598,Masoud,Pappas,40000
25599,Masoud,Pillow,82038
25600,Jinpo,McClurg,87210
25603,Kwangsub,Desikan,62162
25611,Stafford,Benaini,63699
25613,Volkmar,Nannarelli,53984
25614,Danel,Kisuki,73256
25615,Aria,Strehl,55339
25621,Shir,Champarnaud,58879
25623,Berthier,Falby,40000
25628,Kagan,Osgood,49460
25632,Arunachalam,Ramamoorthy,56685
25633,Haldon,Azumi,43726
25636,Atreyi,Billingsley,40000
25643,Adin,Peak,60206
25644,Kwangho,Straney,58794
25645,Adam,Bratten,40000
25649,Jiafu,Denos,42632
25651,Jamaludin,Cappelletti,44258
25656,Eben,Narwekar,40000
25659,Yishay,Rissland,116145
25670,Youssef,Chvatal,40000
25671,Arunas,Petersohn,48994
25673,Ottavia,Azulay,44111
25680,Nectarios,Ponthieu,47252
25685,Shalesh,Sommer,48843
25689,Khoa,Soloway,61804
25690,Ennio,Hedayat,41521
25692,Lein,Unno,40000
25697,Hitofumi,Cooke,52092
25704,Abdelkader,Szmurlo,40000
25705,Cathie,Iacovou,40000
25717,Froduald,Speek,66977
25720,Moie,Majewski,40000
25721,Shrikanth,Feldhoffer,71907
25724,Mabry,Mitsuhashi,40000
25726,Bojan,Lyonns,54934
25730,Shao,Monarch,67870
25732,Shounak,Ducloy,41037
25733,Conal,Langford,40000
25738,Yuchang,McClure,75043
25739,Kshitij,Capobianchi,41719
25740,Sergi,Krone,40000
25741,Toshimori,Naumovich,56749
25746,Arup,Azumi,48070
25749,Mara,Rebaine,58100
25752,Lijie,Sichman,77769
25755,Aria,Setiz,40000
25761,Hugo,Lundstrom,55770
25765,Demin,Suermann,56143
25771,Sibyl,Passino,40000
25772,Greger,Marrevee,51275
25774,Tzvetan,Sigstam,52064
25777,Leucio,Famili,44614
25780,Zvonko,Bernick,54425
25787,Guadalupe,Tempesti,44017
25790,Suebskul,Plump,59606
25794,Ymte,Prenel,64431
25795,Claudi,Erie,40000
25797,Morrie,Nooteboom,40000
25801,Genta,Trogemann,52478
25802,Jovan,Wissmann,40000
25804,Krisda,Vesna,42937
25806,Olivera,Rabehasaina,42806
25811,Fen,Ranze,48112
25816,Jenwei,Ertl,88244
25820,Cordelia,Pelz,62899
25822,Erzsebet,Chorvat,48197
25828,Selwyn,Perly,40000
25830,Janalee,Janocha,69560
25835,Maria,Poehlman,40000
25839,Ewing,Simkin,40000
25841,Shahab,Ernst,58556
25850,Alagu,Birsak,55936
25854,Ebru,Tsunoo,60586
25858,Tzu,Hitomi,40000
25859,Subhrajyoti,Vasanthakumar,44460
25862,Khaled,Tasistro,40000
25864,Tran,Slobodova,54475
25865,Sreekrishna,Schaap,40000
25866,Tadanori,Nannarelli,58319
25867,Mamdouh,Ernst,69313
25873,Yakichi,Codenie,40000
25874,Eirik,Demos,40000
25876,Fun,Crelier,40000
25880,Zhanqiu,Pintelas,40000
25882,Aleksander,Pellegrinelli,83732
25885,Takanari,Zockler,55643
25906,Bokyung,Gulak,73481
25908,Sachio,Nations,65074
25909,Mabry,Fendler,42105
25916,Randy,Krogh,45138
25917,Golgen,Docker,40000
25918,Yoshimitsu,Iisaka,58774
25920,Dzung,Peir,40000
25935,Berhard,Parascandalo,72520
25936,Siddarth,Ecklund,46315
25937,Angus,Bodoff,40000
25938,Jeong,Kaminger,40000
25939,Shen,Setiz,58709
25952,Zito,Kalloufi,64988
25957,Haldon,Kossowski,40000
25963,Jiakeng,Fandrianto,68178
25972,Demos,Escriba,44564
25979,Monique,Yemenis,61616
25980,Otilia,Vanwelkenhuysen,40000
25985,Rafols,Trachtenberg,67049
25990,Suzette,Kroll,40000
25992,Divier,Bugrara,60761
25993,Kazuhiro,Luft,49060
26002,Vasiliy,Rusterholz,68629
26005,Ohad,Vidya,40000
26006,Subhash,Riexinger,64852
26008,Sariel,Uehara,40000
26011,Yahiko,Perly,44474
26012,Eric,Marwedel,41765
26013,Martijn,Malabarba,65121
26017,Filipe,Pauthner,67358
26019,Mingzeng,Bahi,40000
26020,Deborah,Moffat,40000
26022,Thanasis,Wrigley,69958
26027,Conal,Hellwagner,40000
26037,Radhika,Gadepally,43940
26039,Kousuke,Bahi,78538
26041,Shin,Nollmann,48119
26043,Ortrun,Zielinski,40000
26053,Heekeun,Szmurlo,78218
26056,Zissis,Spell,53427
26064,Changho,Wallrath,40000
26066,Brigham,Eiter,45341
26074,Lijie,Etalle,40000
26079,Wojceich,Mayerwieser,40000
26084,Bodo,Kalorkoti,81840
26086,Turgut,Beutelspacher,53923
26087,Toney,Peng,40000
26088,Theron,Woycyznski,40000
26089,Theron,Heemskerk,59199
26093,Abdelwaheb,Maierhofer,40000
26102,Mechthild,Eldridge,62902
26104,Khedija,Pileggi,53666
26106,Fumiya,Halevi,49105
26110,Lorien,Veevers,45294
26111,Tru,Spataro,60490
26112,Zhiguo,Sadowski,52959
26113,Larisa,Brandsma,79099
26114,Somnath,Taneja,55581
26119,Akeno,Vesna,40000
26120,Xianlong,Marletta,57038
26121,Ipke,Krichel,40000
26122,Jovan,Rebaine,40000
26126,Gal,Candan,62077
26131,Manu,Rahimi,40000
26134,Vishwani,McFarlin,42993
26137,Lokesh,Gelosh,64854
26140,Phule,Stemann,62064
26143,Rosine,Miyakawa,56818
26144,Kamakshi,Khasidashvili,66843
26148,Charmane,Alameldin,47823
26153,Reuven,Bernini,40000
26162,Yechiam,Grospietsch,53817
26168,Frazer,Koblitz,40000
26169,Boalin,Luca,69803
26172,Sedat,Bahr,51715
26178,Zissis,Gladwell,65554
26179,Jianwen,Makrucki,42113
26180,Serenella,Feinberg,40249
26185,Pramod,Dulin,40000
26188,Karlis,Hartvigsen,47055
26190,Akeel,Heuter,77943
26191,Maya,Butterworth,40000
26192,Geoffry,Tetzlaff,55928
26194,Anwar,Spinelli,40000
26197,Lein,Oppitz,63229
26202,Akeno,Ginneken,73416
26205,Jingling,Redmiles,60726
26208,Clyde,Wallrath,84183
26221,Ashish,Straney,40000
26226,Kenton,Alpin,60957
26231,Rimon,Marciano,40000
26232,Rosli,Slutz,40000
26235,Jianhui,Gunderson,40000
26236,Baruch,Hasham,48052
26237,Ewing,Angot,49234
26248,Takanari,Junet,40709
26252,Haldun,Flowers,82085
26253,Gopalakrishnan,Alblas,62503
26254,Yuichiro,Rousseau,40000
26256,Faiza,Michaels,61641
26257,Muneo,Strehl,40000
26259,Ortrun,Vidya,40000
26261,Randy,Luks,52784
26264,Sachio,Speckmann,64582
26268,Jeong,Halevi,46314
26271,Yonghoan,Crabtree,62396
26272,Zorica,Marakhovsky,40000
26276,Sigeru,Narlikar,93175
26277,Rasikan,Fetvedt,41775
26279,Moty,Tyugu,49503
26283,Abdulla,Feldmann,40000
26284,Paraskevi,Begiun,50540
26285,Divine,Lupu,42133
26286,Sajjan,Luders,40446
26289,Baoqiu,Michaels,44134
26300,Marin,Gomatam,45251
26303,Vidar,Paludetto,40000
26306,Aloys,Motley,52053
26313,Guoxiang,Perri,45004
26315,Adil,Schnabel,40000
26317,Valdiodio,Weedman,85740
26321,Elgin,Busillo,54211
26333,Heather,Conta,64068
26338,Godehard,Cangellaris,40000
26340,Pradeep,Bahl,40000
26344,Duke,Sabnani,61884
26353,Avishai,Alameldin,40000
26356,Marin,Gubsky,50003
26359,Jagoda,Covnot,40000
26360,Rimon,Akiyama,40000
26362,Aiichiro,Prampolini,40000
26367,JoAnne,Matzen,40000
26369,Kiyotoshi,Sewelson,51127
26373,Brewster,Bottner,59111
26378,Huiqun,Streng,40000
26379,Falguni,Hutton,56819
26384,Macha,Picci,40000
26385,Brigham,Peral,66888
26391,Baoqiu,Kermarrec,59753
26392,Bingning,Sinitsyn,40000
26396,Jinxi,Bresenham,53684
26398,Fay,Flowers,49535
26402,Nathan,Pietracaprina,53570
26408,Luisa,Khasidashvili,43600
26413,Marsal,Perng,67744
26414,Christoph,Thummel,40000
26420,Sariel,Bruckman,56730
26425,Bojan,Back,61777
